perimetre,dimension,regime,categorie,millesime,part,source
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Chaleur et biomasse,2021,0.0038654891166433197,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Gaz,2021,0.9961345108833566,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Chaleur et biomasse,2022,0.006664399979405476,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Gaz,2022,0.9933356000205945,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Chaleur et biomasse,2023,0.006624241617462526,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Gaz,2023,0.9933757583825374,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Chaleur et biomasse,2024*,0.006624241617462526,observe
Energie,Type de produit,Gaz - Grande consommation et fuite carbone,Gaz,2024*,0.9933757583825374,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Chaleur et biomasse,2017,0.002901263253393583,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Gaz,2017,0.9970987367466064,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Chaleur et biomasse,2018,0.0023953927038752936,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Gaz,2018,0.9976046072961247,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Chaleur et biomasse,2019,0.003191364659139075,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Gaz,2019,0.996808635340861,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Chaleur et biomasse,2020,0.0034524123641164832,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Gaz,2020,0.9965475876358836,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Chaleur et biomasse,2021,0.003480230904190335,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Gaz,2021,0.9965197690958096,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Chaleur et biomasse,2022,0.005226026044394415,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Gaz,2022,0.9947739739556055,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Chaleur et biomasse,2023,0.00538101834023564,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Gaz,2023,0.9946189816597643,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Chaleur et biomasse,2024*,0.00538101834023564,observe
Energie,Type de produit,Gaz - Grande consommation et quotas ETS,Gaz,2024*,0.9946189816597643,observe
Energie,Type de produit,Gaz - Prod. min. non métalliques,Gaz,,1.0,intitule
Energie,Type de produit,Gaz - Usage autre que carburant ou combustible,Gaz,,1.0,intitule
Energie,Type de produit,Gaz de raffinerie,Pétrole,,1.0,correction
Energie,Type de produit,Gazole - Taxis,Chaleur et biomasse,2017,0.07289656907977518,observe
Energie,Type de produit,Gazole - Taxis,Pétrole,2017,0.9271034309202247,observe
Energie,Type de produit,Gazole - Taxis,Chaleur et biomasse,2018,0.07382550335570467,observe
Energie,Type de produit,Gazole - Taxis,Pétrole,2018,0.9261744966442953,observe
Energie,Type de produit,Gazole - Taxis,Chaleur et biomasse,2019,0.07382550335570469,observe
Energie,Type de produit,Gazole - Taxis,Pétrole,2019,0.9261744966442953,observe
Energie,Type de produit,Gazole - Taxis,Chaleur et biomasse,2020,0.07754279959718027,observe
Energie,Type de produit,Gazole - Taxis,Pétrole,2020,0.9224572004028198,observe
Energie,Type de produit,Gazole - Taxis,Chaleur et biomasse,2021,0.07754279959718027,observe
Energie,Type de produit,Gazole - Taxis,Pétrole,2021,0.9224572004028198,observe
Energie,Type de produit,Gazole - Taxis,Chaleur et biomasse,2022,0.07754279959718027,observe
Energie,Type de produit,Gazole - Taxis,Pétrole,2022,0.9224572004028198,observe
Energie,Type de produit,Gazole - Taxis,Chaleur et biomasse,2023,0.07754279959718027,observe
Energie,Type de produit,Gazole - Taxis,Pétrole,2023,0.9224572004028198,observe
Energie,Type de produit,Gazole - Taxis,Chaleur et biomasse,2024*,0.07754279959718027,observe
Energie,Type de produit,Gazole - Taxis,Pétrole,2024*,0.9224572004028198,observe
Energie,Type de produit,Gazole - Transport marchandises,Chaleur et biomasse,2017,0.07222803959746373,observe
Energie,Type de produit,Gazole - Transport marchandises,Pétrole,2017,0.9277719604025363,observe
Energie,Type de produit,Gazole - Transport marchandises,Chaleur et biomasse,2018,0.07373779357179364,observe
Energie,Type de produit,Gazole - Transport marchandises,Pétrole,2018,0.9262622064282063,observe
Energie,Type de produit,Gazole - Transport marchandises,Chaleur et biomasse,2019,0.07302442756496337,observe
Energie,Type de produit,Gazole - Transport marchandises,Pétrole,2019,0.9269755724350366,observe
Energie,Type de produit,Gazole - Transport marchandises,Chaleur et biomasse,2020,0.07677018626663362,observe
Energie,Type de produit,Gazole - Transport marchandises,Pétrole,2020,0.9232298137333663,observe
Energie,Type de produit,Gazole - Transport marchandises,Chaleur et biomasse,2021,0.07703028031587478,observe
Energie,Type de produit,Gazole - Transport marchandises,Pétrole,2021,0.9229697196841252,observe
Energie,Type de produit,Gazole - Transport marchandises,Chaleur et biomasse,2022,0.07662577661664002,observe
Energie,Type de produit,Gazole - Transport marchandises,Pétrole,2022,0.92337422338336,observe
Energie,Type de produit,Gazole - Transport marchandises,Chaleur et biomasse,2023,0.07662577661664002,observe
Energie,Type de produit,Gazole - Transport marchandises,Pétrole,2023,0.92337422338336,observe
Energie,Type de produit,Gazole - Transport marchandises,Chaleur et biomasse,2024*,0.07662577661664002,observe
Energie,Type de produit,Gazole - Transport marchandises,Pétrole,2024*,0.92337422338336,observe
Energie,Type de produit,Gazole - Transport public,Chaleur et biomasse,2017,0.07289656907977518,observe
Energie,Type de produit,Gazole - Transport public,Pétrole,2017,0.9271034309202248,observe
Energie,Type de produit,Gazole - Transport public,Chaleur et biomasse,2018,0.0738255033557047,observe
Energie,Type de produit,Gazole - Transport public,Pétrole,2018,0.9261744966442953,observe
Energie,Type de produit,Gazole - Transport public,Chaleur et biomasse,2019,0.0738255033557047,observe
Energie,Type de produit,Gazole - Transport public,Pétrole,2019,0.9261744966442953,observe
Energie,Type de produit,Gazole - Transport public,Chaleur et biomasse,2020,0.07754279959718026,observe
Energie,Type de produit,Gazole - Transport public,Pétrole,2020,0.9224572004028199,observe
Energie,Type de produit,Gazole - Transport public,Chaleur et biomasse,2021,0.07754279959718026,observe
Energie,Type de produit,Gazole - Transport public,Pétrole,2021,0.9224572004028199,observe
Energie,Type de produit,Gazole - Transport public,Chaleur et biomasse,2022,0.07754279959718026,observe
Energie,Type de produit,Gazole - Transport public,Pétrole,2022,0.9224572004028199,observe
Energie,Type de produit,Gazole - Transport public,Chaleur et biomasse,2023,0.07754279959718026,observe
Energie,Type de produit,Gazole - Transport public,Pétrole,2023,0.9224572004028199,observe
Energie,Type de produit,Gazole - Transport public,Chaleur et biomasse,2024*,0.07754279959718026,observe
Energie,Type de produit,Gazole - Transport public,Pétrole,2024*,0.9224572004028199,observe
Energie,Type de produit,Gazole - transport routier,Chaleur et biomasse,2017,0.07918353411820862,observe
Energie,Type de produit,Gazole - transport routier,Pétrole,2017,0.9208164658817913,observe
Energie,Type de produit,Gazole - transport routier,Chaleur et biomasse,2018,0.0785355855059524,observe
Energie,Type de produit,Gazole - transport routier,Pétrole,2018,0.9214644144940476,observe
Energie,Type de produit,Gazole - transport routier,Chaleur et biomasse,2019,0.0803902469544363,observe
Energie,Type de produit,Gazole - transport routier,Pétrole,2019,0.9196097530455636,observe
Energie,Type de produit,Gazole - transport routier,Chaleur et biomasse,2020,0.07420333760027024,observe
Energie,Type de produit,Gazole - transport routier,Pétrole,2020,0.9257966623997298,observe
Energie,Type de produit,Gazole - transport routier,Chaleur et biomasse,2021,0.07217648407462125,observe
Energie,Type de produit,Gazole - transport routier,Pétrole,2021,0.9278235159253787,observe
Energie,Type de produit,Gazole - transport routier,Chaleur et biomasse,2022,0.07267899998456738,observe
Energie,Type de produit,Gazole - transport routier,Pétrole,2022,0.9273210000154325,observe
Energie,Type de produit,Gazole - transport routier,Chaleur et biomasse,2023,0.0707164626897288,observe
Energie,Type de produit,Gazole - transport routier,Pétrole,2023,0.9292835373102712,observe
Energie,Type de produit,Gazole - transport routier,Chaleur et biomasse,2024*,0.0707164626897288,observe
Energie,Type de produit,Gazole - transport routier,Pétrole,2024*,0.9292835373102712,observe
Energie,Type de produit,Gazole Non Routier,Pétrole,,1.0,observe
Energie,Type de produit,Gazole Non Routier - Agriculture,Pétrole,,1.0,observe
Energie,Type de produit,Gazole Non Routier - Double usage,Pétrole,,1.0,observe
Energie,Type de produit,Gazole Non Routier - Prod. min. non métalliques,Pétrole,,1.0,observe
Energie,Type de produit,Installations hyper-électro-intensives,Électricité,,1.0,observe
Energie,Type de produit,Kerosene - Aéronefs,Pétrole,,1.0,observe
Energie,Type de produit,Kerosene - Carburant avions,Pétrole,,1.0,observe
Energie,Type de produit,Kerosene combustible,Pétrole,,1.0,observe
Energie,Type de produit,Pertes réseau,Électricité,,1.0,intitule
Energie,Type de produit,"Transport de personnes et de marchandises par train, métro, tramway, câble et trolleybus",Électricité,,1.0,observe
