perimetre,millesime,tarif,quantite,taux_taxation,composante_carbone,boucliers_et_aides,prix_quotas_ets,prix_reel_quotas_ets,remboursement_indirect_ets,taux_taxation_net,hors_calculateur,n_sous_cellules,decomposition_homogene,regime_fiscal,regime_fiscal_n,secteur_economique,secteur_economique_n,agents,agents_n,type_de_produit,type_de_produit_n,gaz_a_effet_de_serre,gaz_a_effet_de_serre_n,unite_tarif,unite_quantite
Carbone,2018,154.785994604,0.04437596,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,160.993320212,21.430065409,160.9933202123218,0.0,0.0,0.0,0.0,0.0,160.9933202123218,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,180.600352583,0.52268426,180.6003525834321,44.6,0.0,0.0,0.0,0.0,180.6003525834321,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,221.417069243,1.995847404,221.4170692431562,44.6,0.0,0.0,0.0,0.0,221.4170692431562,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,225.442834138,9.812267688,225.4428341384863,44.6,0.0,0.0,0.0,0.0,225.4428341384863,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,226.449275362,53.611785864,226.4492753623189,44.6,0.0,0.0,0.0,0.0,226.4492753623189,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,233.494363929,7.399261667,233.4943639291466,44.6,0.0,0.0,0.0,0.0,233.4943639291466,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,252.989642185,0.079453197,252.9896421845575,44.6,0.0,0.0,0.0,0.0,252.9896421845575,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,253.554613936,0.418664284,253.5546139359699,44.6,0.0,0.0,0.0,0.0,253.5546139359699,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,254.576943772,0.008501183,254.576943771859,44.6,0.0,0.0,0.0,0.0,254.576943771859,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,257.415254237,0.10870889,257.4152542372882,44.6,0.0,0.0,0.0,0.0,257.4152542372882,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,258.36023675,0.037322935,258.3602367500673,44.6,0.0,0.0,0.0,0.0,258.3602367500673,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,260.556228141,0.073868774,260.5562281409739,44.6,0.0,0.0,0.0,0.0,260.5562281409739,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,261.121199892,0.386482395,261.1211998923864,44.6,0.0,0.0,0.0,0.0,261.1211998923864,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,264.981840194,0.065484632,264.9818401937047,44.6,0.0,0.0,0.0,0.0,264.9818401937047,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,288.313251165,1.229419653,288.3132511650724,44.6,0.0,0.0,0.0,0.0,288.3132511650724,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,288.957106941,6.478205005,288.9571069413785,44.6,0.0,0.0,0.0,0.0,288.9571069413785,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,290.122179299,0.20364825,290.1221792985038,44.6,0.0,0.0,0.0,0.0,290.1221792985038,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,293.356788079,1.682107835,293.3567880794702,44.6,0.0,0.0,0.0,0.0,293.3567880794702,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,294.433713515,0.894081443,294.4337135148393,44.6,0.0,0.0,0.0,0.0,294.4337135148393,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,296.936319598,1.769547339,296.9363195977434,44.6,0.0,0.0,0.0,0.0,296.9363195977434,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,297.580175374,9.258294834,297.5801753740496,44.6,0.0,0.0,0.0,0.0,297.5801753740496,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,301.979856512,1.568702845,301.9798565121413,44.6,0.0,0.0,0.0,0.0,301.9798565121413,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,0.0,124.224597932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,34,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2019,0.592499651,0.441064169,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.5924996514707932,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,0.594729345,0.06240156,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,3.089304258,0.156572031,3.089304257528557,0.0,0.0,0.0,0.0,0.0,3.089304257528557,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,3.272827283,0.030545776,3.272827282728273,0.0,0.0,0.0,0.0,0.0,3.272827282728273,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,4,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,3.494244773,0.452126319,3.494244773314541,0.0,0.0,0.0,0.0,0.0,3.494244773314541,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,3.731656184,0.692284928,3.731656184486373,0.0,0.0,0.0,0.0,0.0,3.731656184486373,0.0,1,True,GPL - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,4.08,8.52042986,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2019,7.568062775,1.028541354,7.568062775089124,0.0,0.0,0.0,0.0,0.0,7.568062775089124,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,Energie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,7.966381869,1.132787241,7.966381868514868,7.0,0.0,0.0,0.0,0.0,7.966381868514868,0.0,1,True,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,14.386649356,8.732657831,14.38664935624113,0.0,0.0,0.0,0.0,0.0,14.38664935624113,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,16.5,11.327044113,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2019,24.646124974,63.147240872,0.0,0.0,0.0,24.64612497422322,5.276924993273129,0.5712767464386987,0.0,24.64612497422322,3,False,,26,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2019,26.899220118,1.828753712,26.89922011787652,14.27802993722839,0.0,0.0,0.0,0.0,26.89922011787652,0.0,1,True,GPL - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,27.196016771,1.099111074,27.19601677148847,14.27802993722839,0.0,0.0,0.0,0.0,27.19601677148847,0.0,1,True,GPL - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,27.735429232,0.17602702,3.089304257528557,0.0,0.0,24.64612497422322,4.415262331868226,0.0,3.089304257528557,24.64612497422322,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,27.918952257,0.03449806,3.272827282728273,0.0,0.0,24.64612497422322,6.725100510745497,0.0,3.272827282728273,24.64612497422322,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,28.140369748,0.516651901,3.4942447733145405,0.0,0.0,24.64612497422322,5.069197477609476,0.0,3.4942447733145405,24.64612497422322,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,29.05,11.71971235,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2019,29.82414212,0.898505152,29.82414212025254,30.5,0.0,0.0,0.0,0.0,29.82414212025254,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,32.214187749,31.329548346000003,7.568062775089124,0.0,0.0,24.64612497422322,12.680004711608065,2.1042579023587473,7.568062775089124,24.64612497422322,3,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,41.613307459,26.834631851,41.61330745944885,44.6,0.0,0.0,0.0,0.0,41.61330745944885,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,42.072454243,15.704854354,42.07245424309414,44.6,0.0,0.0,0.0,0.0,42.07245424309414,0.0,1,True,Gaz - Combustible,1,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,44.711538462,0.109475075,44.71153846153846,44.6,0.0,0.0,0.0,0.0,44.71153846153846,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,51.842141746,0.456466309,27.196016771488466,14.27802993722839,0.0,24.64612497422322,4.087672168273358,0.0,27.196016771488466,24.64612497422322,2,False,GPL - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,57.589070771,10.611473211,57.58907077056574,44.6,0.0,0.0,0.0,0.0,57.58907077056574,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,58.224488579,6.715215157,58.2244885787559,44.6,0.0,0.0,0.0,0.0,58.2244885787559,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,61.781338621,2.946240422,61.78133862114272,44.6,0.0,0.0,0.0,0.0,61.78133862114272,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,66.718579217,0.8888129039999999,42.07245424309414,44.60000000000001,0.0,24.64612497422322,2.167475181385324,0.0,42.07245424309414,24.64612497422322,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,68.578305126,0.254032287,68.57830512631837,0.0,0.0,0.0,0.0,0.0,68.57830512631837,0.0,1,True,E85 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,69.357663436,0.250179437,44.71153846153845,44.6,0.0,24.646124974223216,3.172609771292838,0.0,44.71153846153845,24.646124974223216,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,70.152680861,1.997221325,70.1526808612155,44.6,0.0,0.0,0.0,0.0,70.1526808612155,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,82.870613553,0.278065172,58.2244885787559,44.599999999999994,0.0,24.64612497422322,5.130151224466512,0.0,58.2244885787559,24.64612497422322,2,False,Fioul domestique - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,84.947589099,0.15055285,84.94758909853249,44.6,0.0,0.0,0.0,0.0,84.94758909853249,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,86.427463595,0.100244592,61.78133862114273,44.60000000000001,0.0,24.64612497422322,5.768040593216083,0.0,61.78133862114273,24.64612497422322,2,False,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,94.798805835,0.151482995,70.1526808612155,44.6,0.0,24.64612497422322,2.977840249497732,0.0,70.1526808612155,24.64612497422322,2,False,Gazole Non Routier,1,Energie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,112.572314666,0.394523778,112.5723146657124,0.0,0.0,0.0,0.0,0.0,112.5723146657124,0.0,1,True,Gazole - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,146.083079859,2.162964948,146.0830798592473,0.0,0.0,0.0,0.0,0.0,146.0830798592473,0.0,1,True,Gazole - Transport public,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,150.788237077,0.952538671,150.7882370774595,44.6,0.0,0.0,0.0,0.0,150.7882370774595,0.0,1,True,Kerosene - Carburant armée,1,Tertiaire,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,154.785994604,0.041904416,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,160.993320212,20.718170849,160.9933202123218,0.0,0.0,0.0,0.0,0.0,160.9933202123218,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,180.536907675,0.5446638,180.5369076745275,44.6,0.0,0.0,0.0,0.0,180.5369076745275,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,221.417069243,2.046806401,221.4170692431562,44.6,0.0,0.0,0.0,0.0,221.4170692431562,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,225.442834138,9.685681851,225.4428341384863,44.6,0.0,0.0,0.0,0.0,225.4428341384863,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,226.449275362,52.695236278,226.4492753623189,44.6,0.0,0.0,0.0,0.0,226.4492753623189,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,233.494363929,7.168738765,233.4943639291466,44.6,0.0,0.0,0.0,0.0,233.4943639291466,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,252.989642185,0.068080648,252.9896421845575,44.6,0.0,0.0,0.0,0.0,252.9896421845575,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,253.554613936,0.361711184,253.5546139359699,44.6,0.0,0.0,0.0,0.0,253.5546139359699,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,254.576943772,0.00635488,254.576943771859,44.6,0.0,0.0,0.0,0.0,254.576943771859,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,257.415254237,0.085943902,257.4152542372882,44.6,0.0,0.0,0.0,0.0,257.4152542372882,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,258.36023675,0.028204069,258.3602367500673,44.6,0.0,0.0,0.0,0.0,258.3602367500673,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,260.556228141,0.050933767,260.5562281409739,44.6,0.0,0.0,0.0,0.0,260.5562281409739,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,261.121199892,0.261503522,261.1211998923864,44.6,0.0,0.0,0.0,0.0,261.1211998923864,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,264.981840194,0.046110254,264.9818401937047,44.6,0.0,0.0,0.0,0.0,264.9818401937047,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,288.313251165,1.487832922,288.3132511650724,44.6,0.0,0.0,0.0,0.0,288.3132511650724,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,288.957106941,7.904827986,288.9571069413785,44.6,0.0,0.0,0.0,0.0,288.9571069413785,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,290.122179299,0.215005895,290.1221792985038,44.6,0.0,0.0,0.0,0.0,290.1221792985038,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,293.356788079,1.878216074,293.3567880794702,44.6,0.0,0.0,0.0,0.0,293.3567880794702,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,294.433713515,0.95423374,294.4337135148393,44.6,0.0,0.0,0.0,0.0,294.4337135148393,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,296.936319598,1.723252027,296.9363195977434,44.6,0.0,0.0,0.0,0.0,296.9363195977434,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,297.580175374,8.847499496,297.5801753740496,44.6,0.0,0.0,0.0,0.0,297.5801753740496,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2019,301.979856512,1.560057179,301.9798565121413,44.6,0.0,0.0,0.0,0.0,301.9798565121413,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,0.0,107.184742021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,34,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2020,0.592499651,0.441148925,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.5924996514707932,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,0.594729345,0.06240156,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,3.089304258,0.164496876,3.089304257528557,0.0,0.0,0.0,0.0,0.0,3.089304257528557,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,3.272827283,0.029282725,3.272827282728273,0.0,0.0,0.0,0.0,0.0,3.272827282728273,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,4,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,3.494244773,0.453096356,3.494244773314541,0.0,0.0,0.0,0.0,0.0,3.494244773314541,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,3.731656184,0.706216629,3.731656184486373,0.0,0.0,0.0,0.0,0.0,3.731656184486373,0.0,1,True,GPL - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,4.08,8.52042986,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2020,7.568062775,0.953200065,7.568062775089124,0.0,0.0,0.0,0.0,0.0,7.568062775089124,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,Energie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,7.966381869,2.942375305,7.966381868514868,7.0,0.0,0.0,0.0,0.0,7.966381868514868,0.0,1,True,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,14.386676547,8.81591018,14.3866765472155,0.0,0.0,0.0,0.0,0.0,14.3866765472155,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,16.5,10.080836181,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2020,24.952500884,51.625830493,0.0,0.0,0.0,24.952500883709735,2.5062786562395707,1.811721400856915,0.0,24.952500883709735,3,False,,26,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2020,26.883706934,1.753552768,26.88370693358569,14.27802993722839,0.0,0.0,0.0,0.0,26.88370693358569,0.0,1,True,GPL - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,27.196016771,0.945214191,27.19601677148847,14.27802993722839,0.0,0.0,0.0,0.0,27.19601677148847,0.0,1,True,GPL - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,28.041805141,0.158810245,3.089304257528557,0.0,0.0,24.95250088370974,2.0850055088187016,0.0,3.089304257528557,24.95250088370974,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,28.225328166,0.038754344999999996,3.2728272827282736,0.0,0.0,24.95250088370974,4.898439312821926,0.0,3.2728272827282736,24.95250088370974,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,28.446745657,0.5826462490000001,3.494244773314541,0.0,0.0,24.95250088370974,3.60703174044277,0.0,3.494244773314541,24.95250088370974,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,29.05,11.732094847,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2020,29.82414212,0.884539143,29.82414212025254,30.5,0.0,0.0,0.0,0.0,29.82414212025254,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,32.520563659,29.346745297000002,7.568062775089123,0.0,0.0,24.952500883709735,8.37194321430333,5.876916717956986,7.568062775089123,24.952500883709735,3,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,41.58930844,25.409304775,41.5893084399702,44.6,0.0,0.0,0.0,0.0,41.5893084399702,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,42.072454243,13.921778314,42.07245424309414,44.6,0.0,0.0,0.0,0.0,42.07245424309414,0.0,1,True,Gaz - Combustible,1,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,44.711538462,0.121170048,44.71153846153846,44.6,0.0,0.0,0.0,0.0,44.71153846153846,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,52.148517655,0.41181778,27.196016771488466,14.278029937228386,0.0,24.95250088370974,2.7332926071927783,0.0,27.196016771488466,24.95250088370974,2,False,GPL - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,57.555858288,10.178564348,57.5558582884162,44.6,0.0,0.0,0.0,0.0,57.5558582884162,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,58.224488579,6.936859748,58.2244885787559,44.6,0.0,0.0,0.0,0.0,58.2244885787559,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,62.299806938,2.970465273,62.29980693848265,44.6,0.0,0.0,0.0,0.0,62.29980693848265,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,67.024955127,0.955885683,42.07245424309415,44.60000000000001,0.0,24.95250088370974,0.7154308404990759,0.0,42.07245424309415,24.95250088370974,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,68.578305126,0.264591374,68.57830512631837,0.0,0.0,0.0,0.0,0.0,68.57830512631837,0.0,1,True,E85 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,69.664039345,0.154318086,44.71153846153846,44.599999999999994,0.0,24.95250088370974,2.4241451536900946,0.0,44.71153846153846,24.95250088370974,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
