perimetre,millesime,tarif,quantite,taux_taxation,composante_carbone,boucliers_et_aides,prix_quotas_ets,prix_reel_quotas_ets,remboursement_indirect_ets,taux_taxation_net,hors_calculateur,n_sous_cellules,decomposition_homogene,regime_fiscal,regime_fiscal_n,secteur_economique,secteur_economique_n,agents,agents_n,type_de_produit,type_de_produit_n,gaz_a_effet_de_serre,gaz_a_effet_de_serre_n,unite_tarif,unite_quantite
Carbone,2020,70.152680861,2.039944029,70.1526808612155,44.6,0.0,0.0,0.0,0.0,70.1526808612155,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,83.176989462,0.250446715,58.22448857875591,44.6,0.0,24.95250088370974,3.292686234585954,0.0,58.22448857875591,24.95250088370974,2,False,Fioul domestique - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,84.947589099,0.106395596,84.94758909853249,44.6,0.0,0.0,0.0,0.0,84.94758909853249,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,87.252307822,0.08401587099999999,62.29980693848265,44.60000000000001,0.0,24.95250088370974,4.077066884407198,0.0,62.29980693848265,24.95250088370974,2,False,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,95.105181745,0.13160919199999999,70.15268086121552,44.60000000000001,0.0,24.95250088370974,0.9844712183830494,0.0,70.15268086121552,24.95250088370974,2,False,Gazole Non Routier,1,Energie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,112.572314666,0.406595197,112.5723146657124,0.0,0.0,0.0,0.0,0.0,112.5723146657124,0.0,1,True,Gazole - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,146.083079859,1.990790749,146.0830798592473,0.0,0.0,0.0,0.0,0.0,146.0830798592473,0.0,1,True,Gazole - Transport public,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,150.788237077,0.860784826,150.7882370774595,44.6,0.0,0.0,0.0,0.0,150.7882370774595,0.0,1,True,Kerosene - Carburant armée,1,Tertiaire,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,154.785994604,0.045009956,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,168.448440389,21.1107837,168.4484403888591,0.0,0.0,0.0,0.0,0.0,168.4484403888591,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,180.432789328,0.50016878,180.4327893280557,44.6,0.0,0.0,0.0,0.0,180.4327893280557,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,221.417069243,1.695675,221.4170692431562,44.6,0.0,0.0,0.0,0.0,221.4170692431562,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,225.442834138,7.857307284,225.4428341384863,44.6,0.0,0.0,0.0,0.0,225.4428341384863,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,226.449275362,42.765375966,226.4492753623189,44.6,0.0,0.0,0.0,0.0,226.4492753623189,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,233.494363929,5.825860055,233.4943639291466,44.6,0.0,0.0,0.0,0.0,233.4943639291466,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,252.989642185,0.084060781,252.9896421845575,44.6,0.0,0.0,0.0,0.0,252.9896421845575,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,253.554613936,0.446250422,253.5546139359699,44.6,0.0,0.0,0.0,0.0,253.5546139359699,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,254.576943772,0.007353481,254.576943771859,44.6,0.0,0.0,0.0,0.0,254.576943771859,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,257.415254237,0.106971946,257.4152542372882,44.6,0.0,0.0,0.0,0.0,257.4152542372882,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,258.36023675,0.035293048,258.3602367500673,44.6,0.0,0.0,0.0,0.0,258.3602367500673,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,260.556228141,0.059338462,260.5562281409739,44.6,0.0,0.0,0.0,0.0,260.5562281409739,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,261.121199892,0.305180771,261.1211998923864,44.6,0.0,0.0,0.0,0.0,261.1211998923864,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,264.981840194,0.053618431,264.9818401937047,44.6,0.0,0.0,0.0,0.0,264.9818401937047,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,288.313251165,1.307284293,288.3132511650724,44.6,0.0,0.0,0.0,0.0,288.3132511650724,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,288.957106941,6.939932719,288.9571069413785,44.6,0.0,0.0,0.0,0.0,288.9571069413785,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,290.122179299,0.177044375,290.1221792985038,44.6,0.0,0.0,0.0,0.0,290.1221792985038,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,293.356788079,1.66359082,293.3567880794702,44.6,0.0,0.0,0.0,0.0,293.3567880794702,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,294.433713515,0.849724811,294.4337135148393,44.6,0.0,0.0,0.0,0.0,294.4337135148393,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,296.936319598,1.428648614,296.9363195977434,44.6,0.0,0.0,0.0,0.0,296.9363195977434,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,297.580175374,7.347613512,297.5801753740496,44.6,0.0,0.0,0.0,0.0,297.5801753740496,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2020,301.979856512,1.290931627,301.9798565121413,44.6,0.0,0.0,0.0,0.0,301.9798565121413,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,0.0,109.286686368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,34,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2021,0.592499651,0.525061297,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.5924996514707932,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,0.594729345,0.06240156,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,3.089304258,0.119842157,3.089304257528557,0.0,0.0,0.0,0.0,0.0,3.089304257528557,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,3.272827283,0.025154992,3.272827282728273,0.0,0.0,0.0,0.0,0.0,3.272827282728273,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,4,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,3.494244773,0.571632285,3.494244773314541,0.0,0.0,0.0,0.0,0.0,3.494244773314541,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,3.731656184,0.70648635,3.731656184486373,0.0,0.0,0.0,0.0,0.0,3.731656184486373,0.0,1,True,GPL - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,4.08,8.52042986,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2021,7.568062775,0.90126293,7.568062775089124,0.0,0.0,0.0,0.0,0.0,7.568062775089124,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,Energie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,7.966381869,1.844872847,7.966381868514868,7.0,0.0,0.0,0.0,0.0,7.966381868514868,0.0,1,True,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,14.386694641,8.911731272,14.38669464094628,0.0,0.0,0.0,0.0,0.0,14.38669464094628,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,16.5,8.910962271,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2021,26.040110733,1.188378337,26.04011073270798,30.5,0.0,0.0,0.0,0.0,26.04011073270798,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,26.902040901,2.000448529,26.90204090081549,14.27802993722839,0.0,0.0,0.0,0.0,26.90204090081549,0.0,1,True,GPL - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,27.196016771,0.97493691,27.19601677148847,14.27802993722839,0.0,0.0,0.0,0.0,27.19601677148847,0.0,1,True,GPL - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,29.05,11.034878128,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2021,29.205065019,27.912337783,41.51916786922461,44.6,-12.31410285054668,0.0,0.0,0.0,29.205065018677928,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,41.97287447,16.533628245,41.9728744697377,44.6,0.0,0.0,0.0,0.0,41.9728744697377,0.0,1,True,Gaz - Combustible,1,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,44.711538462,0.145422364,44.71153846153846,44.6,0.0,0.0,0.0,0.0,44.71153846153846,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,52.934588828,57.26600475199999,0.0,0.0,0.0,52.934588828403825,12.332499571698715,2.8197794810942263,0.0,52.934588828403825,3,False,,26,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2021,56.023893086,0.143578902,3.0893042575285565,0.0,0.0,52.93458882840382,11.902852139441148,0.0,3.0893042575285565,52.93458882840382,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,56.207416111,0.030130796,3.272827282728273,0.0,0.0,52.93458882840382,18.209562111935924,0.0,3.272827282728273,52.93458882840382,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,56.428833602,0.659150121,3.494244773314541,0.0,0.0,52.93458882840382,15.780001049993604,0.0,3.494244773314541,52.93458882840382,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,57.59510984,9.74270226,57.59510984038221,44.6,0.0,0.0,0.0,0.0,57.59510984038221,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,58.224488579,7.080848658,58.2244885787559,44.6,0.0,0.0,0.0,0.0,58.2244885787559,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,60.502651603,29.387014723,7.568062775089124,0.0,0.0,52.934588828403825,24.198895921539975,7.810337218927476,7.568062775089124,52.934588828403825,3,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,62.017835397,3.019461413,62.01783539670892,44.6,0.0,0.0,0.0,0.0,62.01783539670892,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,68.578305126,0.341922272,68.57830512631837,0.0,0.0,0.0,0.0,0.0,68.57830512631837,0.0,1,True,E85 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,70.152680861,2.091814123,70.1526808612155,44.6,0.0,0.0,0.0,0.0,70.1526808612155,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,80.1306056,0.33022306500000004,27.19601677148847,14.27802993722839,0.0,52.93458882840381,12.733216365200159,0.0,27.19601677148847,52.93458882840381,2,False,GPL - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,84.947589099,0.145279524,84.94758909853249,44.6,0.0,0.0,0.0,0.0,84.94758909853249,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,94.907463298,0.631146317,41.9728744697377,44.60000000000001,0.0,52.93458882840382,5.235519202939139,0.0,41.9728744697377,52.93458882840382,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,97.64612729,0.18458468700000003,44.71153846153846,44.6,0.0,52.93458882840382,11.223152138133257,0.0,44.71153846153846,52.93458882840382,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,111.159077407,0.23880263799999998,58.2244885787559,44.599999999999994,0.0,52.93458882840382,13.525794475406302,0.0,58.2244885787559,52.93458882840382,2,False,Fioul domestique - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,112.572314666,0.406595197,112.5723146657124,0.0,0.0,0.0,0.0,0.0,112.5723146657124,0.0,1,True,Gazole - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,114.952424225,0.084711271,62.01783539670892,44.6,0.0,52.93458882840382,15.018897231708669,0.0,62.01783539670892,52.93458882840382,2,False,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,123.08726969,0.106037535,70.1526808612155,44.6,0.0,52.93458882840382,12.789452707718786,0.0,70.1526808612155,52.93458882840382,2,False,Gazole Non Routier,1,Energie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,146.083079859,1.990790749,146.0830798592473,0.0,0.0,0.0,0.0,0.0,146.0830798592473,0.0,1,True,Gazole - Transport public,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,150.788237077,1.332920637,150.7882370774595,44.6,0.0,0.0,0.0,0.0,150.7882370774595,0.0,1,True,Kerosene - Carburant armée,1,Tertiaire,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,154.785994604,0.045009956,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,168.448440389,21.1107837,168.4484403888591,0.0,0.0,0.0,0.0,0.0,168.4484403888591,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,221.417069243,1.806477682,221.4170692431562,44.6,0.0,0.0,0.0,0.0,221.4170692431562,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,223.819384436,0.54611376,223.8193844356055,44.6,0.0,0.0,0.0,0.0,223.8193844356055,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,225.442834138,8.816160337,225.4428341384863,44.6,0.0,0.0,0.0,0.0,225.4428341384863,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,226.449275362,47.965155856,226.4492753623189,44.6,0.0,0.0,0.0,0.0,226.4492753623189,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,233.494363929,6.525256828,233.4943639291466,44.6,0.0,0.0,0.0,0.0,233.4943639291466,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,252.989642185,0.086808349,252.9896421845575,44.6,0.0,0.0,0.0,0.0,252.9896421845575,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,253.554613936,0.461200177,253.5546139359699,44.6,0.0,0.0,0.0,0.0,253.5546139359699,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,254.576943772,0.006773068,254.576943771859,44.6,0.0,0.0,0.0,0.0,254.576943771859,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,257.415254237,0.109580662,257.4152542372882,44.6,0.0,0.0,0.0,0.0,257.4152542372882,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,258.36023675,0.03170278,258.3602367500673,44.6,0.0,0.0,0.0,0.0,258.3602367500673,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,260.556228141,0.054270085,260.5562281409739,44.6,0.0,0.0,0.0,0.0,260.5562281409739,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,261.121199892,0.278636724,261.1211998923864,44.6,0.0,0.0,0.0,0.0,261.1211998923864,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,264.981840194,0.049130018,264.9818401937047,44.6,0.0,0.0,0.0,0.0,264.9818401937047,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,288.313251165,1.63418271,288.3132511650724,44.6,0.0,0.0,0.0,0.0,288.3132511650724,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,288.957106941,8.682175919,288.9571069413785,44.6,0.0,0.0,0.0,0.0,288.9571069413785,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,290.122179299,0.19739543,290.1221792985038,44.6,0.0,0.0,0.0,0.0,290.1221792985038,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,293.356788079,2.06287559,293.3567880794702,44.6,0.0,0.0,0.0,0.0,293.3567880794702,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,294.433713515,0.923951083,294.4337135148393,44.6,0.0,0.0,0.0,0.0,294.4337135148393,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,296.936319598,1.581656381,296.9363195977434,44.6,0.0,0.0,0.0,0.0,296.9363195977434,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,297.580175374,8.120634968,297.5801753740496,44.6,0.0,0.0,0.0,0.0,297.5801753740496,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2021,301.979856512,1.431853419,301.9798565121413,44.6,0.0,0.0,0.0,0.0,301.9798565121413,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,-167.054221685,22.502454933,41.32019286076056,42.2162270183853,-208.3744145457927,0.0,0.0,0.0,-167.05422168503213,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,-36.197247615,1.216652673,26.04011073270798,26.0401107,-62.2373583477724,0.0,0.0,0.0,-36.19724761506442,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,-32.20776459,9.113000896,14.38673651316226,0.0,-46.59450110335779,0.0,0.0,0.0,-32.20776459019553,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,-14.63312369,0.186102998,84.94758909853249,44.6,-99.58071278825996,0.0,0.0,0.0,-14.63312368972747,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,0.0,116.392839311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,34,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2022,0.594729345,0.06240156,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,2.688653881,0.3922408,2.688653880623768,0.0,0.0,0.0,0.0,0.0,2.688653880623768,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,3.089304258,0.117577327,3.089304257528557,0.0,0.0,0.0,0.0,0.0,3.089304257528557,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,3.272827283,0.010581781,3.272827282728273,0.0,0.0,0.0,0.0,0.0,3.272827282728273,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,4,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,3.494244773,0.281742835,3.494244773314541,0.0,0.0,0.0,0.0,0.0,3.494244773314541,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,3.731656184,0.842751203,3.731656184486373,0.0,0.0,0.0,0.0,0.0,3.731656184486373,0.0,1,True,GPL - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,4.08,8.52042986,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2022,5.457867524,0.061492114,7.568062775089124,0.0,-2.110195251462299,0.0,0.0,0.0,5.457867523626825,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,Energie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,5.856186617,1.662318734,7.966381868514868,7.0,-2.110195251462299,0.0,0.0,0.0,5.856186617052569,0.0,1,True,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,16.37071602,3.048298205,62.96521712293226,44.6,-46.59450110335779,0.0,0.0,0.0,16.370716019574466,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,16.5,7.66923867,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2022,23.558179758,2.100141232,70.1526808612155,44.6,-46.59450110335779,0.0,0.0,0.0,23.558179757857708,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,26.836786219,1.631616881,26.83678621877101,14.27802993722839,0.0,0.0,0.0,0.0,26.83678621877101,0.0,1,True,GPL - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,27.196016771,0.749008815,27.19601677148847,14.27802993722839,0.0,0.0,0.0,0.0,27.19601677148847,0.0,1,True,GPL - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2022,29.05,11.383878982,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
