numero;annee;impot;prevu;realise;ecart
140122;2024;Impôt sur le revenu;6;9;3
180105;2024;Impôt sur le revenu;2;5;3
190212;2024;Impôt sur le revenu;38;41;3
210318;2024;Impôt sur le revenu et impôt sur les sociétés;59;62;3
300209;2024;Impôt sur les sociétés;6;3;-3
320128;2024;Impôt sur les sociétés;27;30;3
440201;2024;Autres impôts directs;147;150;3
730305;2024;Taxe sur la valeur ajoutée;60;57;-3
740103;2024;Taxe sur la valeur ajoutée;3;6;3
990301;2024;Autres droits;5;2;-3
040110;2024;Impôts locaux;4;1;-3
310201;2001;Impôt sur les sociétés;3;5;2
800204;2001;TICPE / produits énergétiques hors gaz et charbons;2;0;-2
110103;2002;Impôt sur le revenu;198;200;2
110211;2002;Impôt sur le revenu;37;35;-2
110216;2002;Impôt sur le revenu;58;60;2
110221;2002;Impôt sur le revenu;3;5;2
120117;2002;Impôt sur le revenu;518;520;2
120125;2002;Impôt sur le revenu;12;10;-2
120306;2002;Impôt sur le revenu;6;4;-2
140306;2002;Impôt sur le revenu;3;5;2
160302;2002;Impôt sur le revenu;3;5;2
160401;2002;Impôt sur le revenu;17;15;-2
170301;2002;Impôt sur le revenu;27;25;-2
230403;2002;Impôt sur le revenu et impôt sur les sociétés;8;10;2
230602;2002;Impôt sur le revenu et impôt sur les sociétés;183;185;2
410109;2002;Autres impôts directs;23;25;2
500102;2002;Droits d'enregistrement et de timbre;3;5;2
710104;2002;Taxe sur la valeur ajoutée;88;90;2
100108;2003;Impôt sur le revenu;3;5;2
110211;2003;Impôt sur le revenu;37;35;-2
120110;2003;Impôt sur le revenu;13;15;2
120127;2003;Impôt sur le revenu;13;15;2
120306;2003;Impôt sur le revenu;7;5;-2
140106;2003;Impôt sur le revenu;38;40;2
160302;2003;Impôt sur le revenu;3;5;2
170104;2003;Impôt sur le revenu;33;35;2
170105;2003;Impôt sur le revenu;27;25;-2
200212;2003;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
230405;2003;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
300302;2003;Impôt sur les sociétés;5;3;-2
410103;2003;Autres impôts directs;67;65;-2
410110;2003;Autres impôts directs;3;5;2
730208;2003;Taxe sur la valeur ajoutée;42;40;-2
730215;2003;Taxe sur la valeur ajoutée;5;3;-2
100105;2004;Impôt sur le revenu;3;1;-2
120116;2004;Impôt sur le revenu;3;5;2
210105;2004;Impôt sur le revenu et impôt sur les sociétés;5;7;2
410110;2004;Autres impôts directs;3;5;2
940101;2004;Autres droits;9;7;-2
110226;2006;Impôt sur le revenu;1;3;2
150512;2006;Impôt sur le revenu;2;4;2
200214;2006;Impôt sur le revenu et impôt sur les sociétés;5;3;-2
800404;2006;TICPE / produits énergétiques hors gaz et charbons;23;21;-2
100108;2007;Impôt sur le revenu;5;3;-2
110239;2007;Impôt sur le revenu;2;0;-2
120505;2007;Impôt sur le revenu;2;0;-2
130212;2007;Impôt sur le revenu;5;3;-2
130216;2007;Impôt sur le revenu;5;3;-2
200215;2007;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
210203;2007;Impôt sur le revenu et impôt sur les sociétés;1;3;2
210314;2007;Impôt sur le revenu et impôt sur les sociétés;5;3;-2
210317;2007;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
530208;2007;Droits d'enregistrement et de timbre;0;2;2
800404;2007;TICPE / produits énergétiques hors gaz et charbons;19;21;2
050103;2007;Impôts locaux;5;3;-2
100202;2008;Impôt sur le revenu;5;7;2
110226;2008;Impôt sur le revenu;3;5;2
140125;2008;Impôt sur le revenu;8;10;2
150512;2008;Impôt sur le revenu;4;2;-2
150711;2008;Impôt sur le revenu;0;2;2
160406;2008;Impôt sur le revenu;3;1;-2
200215;2008;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
200304;2008;Impôt sur le revenu et impôt sur les sociétés;0;2;2
210203;2008;Impôt sur le revenu et impôt sur les sociétés;1;3;2
320134;2008;Impôt sur les sociétés;2;0;-2
400110;2008;Autres impôts directs;2;4;2
530208;2008;Droits d'enregistrement et de timbre;0;2;2
720201;2008;Taxe sur la valeur ajoutée;5;3;-2
080110;2008;Impôts locaux;19;21;2
110223;2009;Impôt sur le revenu;30;32;2
110236;2009;Impôt sur le revenu;30;32;2
110244;2009;Impôt sur le revenu;30;28;-2
150711;2009;Impôt sur le revenu;2;0;-2
180101;2009;Impôt sur le revenu;5;3;-2
200205;2009;Impôt sur le revenu et impôt sur les sociétés;4;2;-2
200308;2009;Impôt sur le revenu et impôt sur les sociétés;0;2;2
230204;2009;Impôt sur le revenu et impôt sur les sociétés;1;3;2
420106;2009;Autres impôts directs;5;3;-2
740102;2009;Taxe sur la valeur ajoutée;10;8;-2
740103;2009;Taxe sur la valeur ajoutée;8;6;-2
800114;2009;TICPE / produits énergétiques hors gaz et charbons;5;3;-2
130217;2010;Impôt sur le revenu;0;2;2
180101;2010;Impôt sur le revenu;5;3;-2
200308;2010;Impôt sur le revenu et impôt sur les sociétés;1;3;2
210203;2010;Impôt sur le revenu et impôt sur les sociétés;3;5;2
230202;2010;Impôt sur le revenu et impôt sur les sociétés;0;2;2
230203;2010;Impôt sur le revenu et impôt sur les sociétés;0;2;2
500102;2010;Droits d'enregistrement et de timbre;1;3;2
520112;2010;Droits d'enregistrement et de timbre;25;23;-2
730215;2010;Taxe sur la valeur ajoutée;3;5;2
520301;2010;Droits d'enregistrement et de timbre;20;18;-2
100101;2011;Impôt sur le revenu;35;37;2
110236;2011;Impôt sur le revenu;30;32;2
110244;2011;Impôt sur le revenu;30;28;-2
110259;2011;Impôt sur le revenu;3;5;2
120127;2011;Impôt sur le revenu;20;22;2
130217;2011;Impôt sur le revenu;0;2;2
140125;2011;Impôt sur le revenu;10;8;-2
140126;2011;Impôt sur le revenu;0;2;2
160204;2011;Impôt sur le revenu;5;7;2
180105;2011;Impôt sur le revenu;0;2;2
180305;2011;Impôt sur le revenu;2;0;-2
200205;2011;Impôt sur le revenu et impôt sur les sociétés;2;4;2
200309;2011;Impôt sur le revenu et impôt sur les sociétés;1;3;2
230303;2011;Impôt sur le revenu et impôt sur les sociétés;5;3;-2
230604;2011;Impôt sur le revenu et impôt sur les sociétés;20;18;-2
530206;2011;Droits d'enregistrement et de timbre;5;7;2
720206;2011;Taxe sur la valeur ajoutée;10;8;-2
040102;2011;Impôts locaux;5;3;-2
050203;2011;Impôts locaux;5;3;-2
070203;2011;Impôts locaux;25;27;2
090104;2011;Impôts locaux;3;5;2
110226;2012;Impôt sur le revenu;6;4;-2
120124;2012;Impôt sur le revenu;88;86;-2
120137;2012;Impôt sur le revenu;3;5;2
120140;2012;Impôt sur le revenu;11;13;2
160302;2012;Impôt sur le revenu;10;12;2
180105;2012;Impôt sur le revenu;0;2;2
180305;2012;Impôt sur le revenu;2;0;-2
200102;2012;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
200201;2012;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
200207;2012;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
220104;2012;Impôt sur le revenu et impôt sur les sociétés;5;3;-2
230202;2012;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
230303;2012;Impôt sur le revenu et impôt sur les sociétés;4;6;2
230602;2012;Impôt sur le revenu et impôt sur les sociétés;110;108;-2
320121;2012;Impôt sur les sociétés;60;58;-2
420107;2012;Autres impôts directs;14;12;-2
530203;2012;Droits d'enregistrement et de timbre;18;20;2
530206;2012;Droits d'enregistrement et de timbre;5;7;2
730302;2012;Taxe sur la valeur ajoutée;4;6;2
800108;2012;TICPE / produits énergétiques hors gaz et charbons;10;8;-2
800206;2012;TICPE / produits énergétiques hors gaz et charbons;4;2;-2
110236;2013;Impôt sur le revenu;28;26;-2
120137;2013;Impôt sur le revenu;3;5;2
120140;2013;Impôt sur le revenu;12;14;2
130213;2013;Impôt sur le revenu;2;0;-2
130302;2013;Impôt sur le revenu;20;18;-2
140126;2013;Impôt sur le revenu;2;4;2
160302;2013;Impôt sur le revenu;10;12;2
210305;2013;Impôt sur le revenu et impôt sur les sociétés;45;43;-2
530208;2013;Droits d'enregistrement et de timbre;3;1;-2
720201;2013;Taxe sur la valeur ajoutée;5;3;-2
800206;2013;TICPE / produits énergétiques hors gaz et charbons;4;2;-2
050203;2013;Impôts locaux;3;1;-2
060203;2013;Impôts locaux;12;10;-2
520206;2013;Droits d'enregistrement et de timbre;25;27;2
100114;2014;Impôt sur le revenu;10;12;2
110240;2014;Impôt sur le revenu;11;13;2
110249;2014;Impôt sur le revenu;26;28;2
160205;2014;Impôt sur le revenu;17;19;2
200216;2014;Impôt sur le revenu et impôt sur les sociétés;1;3;2
220105;2014;Impôt sur le revenu et impôt sur les sociétés;3;1;-2
230602;2014;Impôt sur le revenu et impôt sur les sociétés;110;112;2
230604;2014;Impôt sur le revenu et impôt sur les sociétés;8;10;2
400107;2014;Autres impôts directs;48;50;2
570202;2014;Droits d'enregistrement et de timbre;0;2;2
800114;2014;TICPE / produits énergétiques hors gaz et charbons;5;3;-2
800206;2014;TICPE / produits énergétiques hors gaz et charbons;2;0;-2
050203;2014;Impôts locaux;3;1;-2
070101;2014;Impôts locaux;1275;1273;-2
070203;2014;Impôts locaux;35;33;-2
090201;2014;Impôts locaux;1;3;2
110202;2015;Impôt sur le revenu;150;152;2
110211;2015;Impôt sur le revenu;54;52;-2
110228;2015;Impôt sur le revenu;25;23;-2
130207;2015;Impôt sur le revenu;3;5;2
140105;2015;Impôt sur le revenu;55;53;-2
170105;2015;Impôt sur le revenu;17;19;2
230403;2015;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
230506;2015;Impôt sur le revenu et impôt sur les sociétés;2;4;2
230602;2015;Impôt sur le revenu et impôt sur les sociétés;110;108;-2
230604;2015;Impôt sur le revenu et impôt sur les sociétés;13;11;-2
320141;2015;Impôt sur les sociétés;5;3;-2
500102;2015;Droits d'enregistrement et de timbre;6;4;-2
530203;2015;Droits d'enregistrement et de timbre;20;22;2
740102;2015;Taxe sur la valeur ajoutée;30;28;-2
800103;2015;TICPE / produits énergétiques hors gaz et charbons;25;23;-2
800206;2015;TICPE / produits énergétiques hors gaz et charbons;2;0;-2
520207;2015;Droits d'enregistrement et de timbre;2;0;-2
520301;2015;Droits d'enregistrement et de timbre;20;22;2
110211;2016;Impôt sur le revenu;52;54;2
110218;2016;Impôt sur le revenu;30;32;2
110223;2016;Impôt sur le revenu;41;43;2
110249;2016;Impôt sur le revenu;32;30;-2
120123;2016;Impôt sur le revenu;53;55;2
140104;2016;Impôt sur le revenu;150;148;-2
150712;2016;Impôt sur le revenu;2;4;2
160301;2016;Impôt sur le revenu;10;8;-2
210203;2016;Impôt sur le revenu et impôt sur les sociétés;4;2;-2
210306;2016;Impôt sur le revenu et impôt sur les sociétés;0;2;2
210322;2016;Impôt sur le revenu et impôt sur les sociétés;75;77;2
230506;2016;Impôt sur le revenu et impôt sur les sociétés;3;5;2
320128;2016;Impôt sur les sociétés;11;9;-2
320135;2016;Impôt sur les sociétés;9;11;2
400110;2016;Autres impôts directs;20;22;2
520118;2016;Droits d'enregistrement et de timbre;5;7;2
520209;2016;Droits d'enregistrement et de timbre;3;1;-2
530203;2016;Droits d'enregistrement et de timbre;20;22;2
730208;2016;Taxe sur la valeur ajoutée;27;29;2
730212;2016;Taxe sur la valeur ajoutée;26;24;-2
800117;2016;TICPE / produits énergétiques hors gaz et charbons;39;37;-2
800203;2016;TICPE / produits énergétiques hors gaz et charbons;104;102;-2
800404;2016;TICPE / produits énergétiques hors gaz et charbons;86;84;-2
040109;2016;Impôts locaux;2;0;-2
060108;2016;Impôts locaux;9;7;-2
110258;2017;Impôt sur le revenu;19;21;2
110262;2017;Impôt sur le revenu;3;5;2
120123;2017;Impôt sur le revenu;57;55;-2
120141;2017;Impôt sur le revenu;4;2;-2
120201;2017;Impôt sur le revenu;60;62;2
140105;2017;Impôt sur le revenu;33;31;-2
210305;2017;Impôt sur le revenu et impôt sur les sociétés;54;52;-2
210306;2017;Impôt sur le revenu et impôt sur les sociétés;2;0;-2
220101;2017;Impôt sur le revenu et impôt sur les sociétés;34;32;-2
220102;2017;Impôt sur le revenu et impôt sur les sociétés;180;182;2
220105;2017;Impôt sur le revenu et impôt sur les sociétés;0;2;2
530203;2017;Droits d'enregistrement et de timbre;22;24;2
530206;2017;Droits d'enregistrement et de timbre;6;4;-2
730218;2017;Taxe sur la valeur ajoutée;55;57;2
730301;2017;Taxe sur la valeur ajoutée;60;62;2
800405;2017;TICPE / produits énergétiques hors gaz et charbons;190;192;2
060203;2017;Impôts locaux;9;7;-2
070203;2017;Impôts locaux;39;37;-2
100202;2018;Impôt sur le revenu;7;5;-2
120133;2018;Impôt sur le revenu;9;7;-2
130211;2018;Impôt sur le revenu;13;15;2
140106;2018;Impôt sur le revenu;13;11;-2
200217;2018;Impôt sur le revenu et impôt sur les sociétés;8;6;-2
320122;2018;Impôt sur les sociétés;8;10;2
320135;2018;Impôt sur les sociétés;21;19;-2
440103;2018;Autres impôts directs;10;8;-2
500102;2018;Droits d'enregistrement et de timbre;6;4;-2
520118;2018;Droits d'enregistrement et de timbre;7;9;2
530212;2018;Droits d'enregistrement et de timbre;4;2;-2
040108;2018;Impôts locaux;20;22;2
060203;2018;Impôts locaux;9;7;-2
070203;2018;Impôts locaux;40;38;-2
110259;2019;Impôt sur le revenu;11;9;-2
110262;2019;Impôt sur le revenu;4;6;2
120129;2019;Impôt sur le revenu;3;1;-2
120142;2019;Impôt sur le revenu;15;17;2
120144;2019;Impôt sur le revenu;30;28;-2
130209;2019;Impôt sur le revenu;5;7;2
130215;2019;Impôt sur le revenu;59;61;2
140126;2019;Impôt sur le revenu;3;1;-2
150712;2019;Impôt sur le revenu;3;1;-2
160302;2019;Impôt sur le revenu;13;11;-2
230606;2019;Impôt sur le revenu et impôt sur les sociétés;5;7;2
320122;2019;Impôt sur les sociétés;8;10;2
520118;2019;Droits d'enregistrement et de timbre;7;9;2
060102;2019;Impôts locaux;105;107;2
090108;2019;Impôts locaux;15;17;2
090111;2019;Impôts locaux;2;0;-2
110107;2020;Impôt sur le revenu;110;112;2
110109;2020;Impôt sur le revenu;150;152;2
110216;2020;Impôt sur le revenu;51;53;2
110240;2020;Impôt sur le revenu;18;20;2
110244;2020;Impôt sur le revenu;29;27;-2
110260;2020;Impôt sur le revenu;6;8;2
110265;2020;Impôt sur le revenu;2;0;-2
120133;2020;Impôt sur le revenu;7;5;-2
120142;2020;Impôt sur le revenu;20;18;-2
150712;2020;Impôt sur le revenu;3;1;-2
160205;2020;Impôt sur le revenu;22;24;2
160302;2020;Impôt sur le revenu;13;11;-2
200217;2020;Impôt sur le revenu et impôt sur les sociétés;8;10;2
210203;2020;Impôt sur le revenu et impôt sur les sociétés;5;3;-2
230604;2020;Impôt sur le revenu et impôt sur les sociétés;14;12;-2
320122;2020;Impôt sur les sociétés;10;8;-2
500102;2020;Droits d'enregistrement et de timbre;4;6;2
530207;2020;Droits d'enregistrement et de timbre;5;7;2
740103;2020;Taxe sur la valeur ajoutée;7;9;2
110223;2021;Impôt sur le revenu;52;54;2
110228;2021;Impôt sur le revenu;11;13;2
110249;2021;Impôt sur le revenu;30;32;2
120116;2021;Impôt sur le revenu;10;8;-2
120123;2021;Impôt sur le revenu;64;66;2
120201;2021;Impôt sur le revenu;58;56;-2
140104;2021;Impôt sur le revenu;52;54;2
140308;2021;Impôt sur le revenu;0;2;2
150712;2021;Impôt sur le revenu;1;3;2
230608;2021;Impôt sur le revenu et impôt sur les sociétés;1;3;2
320122;2021;Impôt sur les sociétés;10;8;-2
320138;2021;Impôt sur les sociétés;3;1;-2
320142;2021;Impôt sur les sociétés;12;10;-2
500102;2021;Droits d'enregistrement et de timbre;4;6;2
720201;2021;Taxe sur la valeur ajoutée;5;3;-2
730206;2021;Taxe sur la valeur ajoutée;225;223;-2
730302;2021;Taxe sur la valeur ajoutée;10;12;2
740103;2021;Taxe sur la valeur ajoutée;8;6;-2
800210;2021;TICPE / produits énergétiques hors gaz et charbons;9;7;-2
040110;2021;Impôts locaux;5;3;-2
050102;2021;Impôts locaux;21;23;2
110202;2022;Impôt sur le revenu;145;143;-2
120116;2022;Impôt sur le revenu;10;8;-2
120139;2022;Impôt sur le revenu;4;6;2
130209;2022;Impôt sur le revenu;1;3;2
160204;2022;Impôt sur le revenu;26;28;2
210203;2022;Impôt sur le revenu et impôt sur les sociétés;3;5;2
230604;2022;Impôt sur le revenu et impôt sur les sociétés;11;13;2
230606;2022;Impôt sur le revenu et impôt sur les sociétés;7;5;-2
300110;2022;Impôt sur les sociétés;7;9;2
300209;2022;Impôt sur les sociétés;4;6;2
520118;2022;Droits d'enregistrement et de timbre;8;10;2
720206;2022;Taxe sur la valeur ajoutée;4;2;-2
720207;2022;Taxe sur la valeur ajoutée;3;1;-2
730302;2022;Taxe sur la valeur ajoutée;11;9;-2
800119;2022;TICPE / produits énergétiques hors gaz et charbons;22;20;-2
110110;2023;Impôt sur le revenu;793;795;2
110215;2023;Impôt sur le revenu;220;218;-2
110262;2023;Impôt sur le revenu;7;9;2
150712;2023;Impôt sur le revenu;2;4;2
210321;2023;Impôt sur le revenu et impôt sur les sociétés;43;45;2
230604;2023;Impôt sur le revenu et impôt sur les sociétés;14;12;-2
300110;2023;Impôt sur les sociétés;9;11;2
320145;2023;Impôt sur les sociétés;4;2;-2
320148;2023;Impôt sur les sociétés;2;0;-2
520118;2023;Droits d'enregistrement et de timbre;10;12;2
800211;2023;TICPE / produits énergétiques hors gaz et charbons;0;2;2
820201;2023;TICFE / électricité;0;2;2
990202;2023;Autres droits;18;20;2
990301;2023;Autres droits;6;4;-2
040107;2023;Impôts locaux;7;5;-2
060102;2023;Impôts locaux;105;103;-2
060108;2023;Impôts locaux;8;10;2
090108;2023;Impôts locaux;18;20;2
100101;2024;Impôt sur le revenu;27;25;-2
110205;2024;Impôt sur le revenu;8;6;-2
110218;2024;Impôt sur le revenu;56;54;-2
110228;2024;Impôt sur le revenu;15;17;2
110236;2024;Impôt sur le revenu;54;52;-2
110252;2024;Impôt sur le revenu;191;189;-2
110256;2024;Impôt sur le revenu;17;15;-2
120133;2024;Impôt sur le revenu;6;8;2
120205;2024;Impôt sur le revenu;135;137;2
130209;2024;Impôt sur le revenu;3;1;-2
130217;2024;Impôt sur le revenu;1;3;2
140103;2024;Impôt sur le revenu;78;80;2
140126;2024;Impôt sur le revenu;4;6;2
150403;2024;Impôt sur le revenu;6;4;-2
150405;2024;Impôt sur le revenu;5;7;2
200310;2024;Impôt sur le revenu et impôt sur les sociétés;332;330;-2
200402;2024;Impôt sur le revenu et impôt sur les sociétés;7;9;2
230102;2024;Impôt sur le revenu et impôt sur les sociétés;6;4;-2
230105;2024;Impôt sur le revenu et impôt sur les sociétés;2;4;2
440102;2024;Autres impôts directs;48;46;-2
520118;2024;Droits d'enregistrement et de timbre;10;12;2
530207;2024;Droits d'enregistrement et de timbre;4;6;2
730214;2024;Taxe sur la valeur ajoutée;76;78;2
820205;2024;TICFE / électricité;0;2;2
830203;2024;TICGN / gaz naturels;0;2;2
990201;2024;Autres droits;0;2;2
990202;2024;Autres droits;19;21;2
050101;2024;Impôts locaux;29;31;2
060102;2024;Impôts locaux;103;101;-2
310202;2001;Impôt sur les sociétés;0;1;1
800110;2001;TICPE / produits énergétiques hors gaz et charbons;4;5;1
100110;2002;Impôt sur le revenu;6;5;-1
100202;2002;Impôt sur le revenu;6;5;-1
110202;2002;Impôt sur le revenu;76;75;-1
110213;2002;Impôt sur le revenu;41;40;-1
120121;2002;Impôt sur le revenu;0;1;1
120305;2002;Impôt sur le revenu;91;90;-1
130101;2002;Impôt sur le revenu;69;70;1
320107;2002;Impôt sur les sociétés;6;5;-1
400201;2002;Autres impôts directs;11;12;1
410103;2002;Autres impôts directs;64;65;1
410111;2002;Autres impôts directs;6;5;-1
530204;2002;Droits d'enregistrement et de timbre;6;5;-1
530206;2002;Droits d'enregistrement et de timbre;12;13;1
730215;2002;Taxe sur la valeur ajoutée;1;2;1
740103;2002;Taxe sur la valeur ajoutée;5;4;-1
800110;2002;TICPE / produits énergétiques hors gaz et charbons;2;1;-1
800302;2002;TICPE / produits énergétiques hors gaz et charbons;1;2;1
800402;2002;TICPE / produits énergétiques hors gaz et charbons;0;1;1
100102;2003;Impôt sur le revenu;9;10;1
100110;2003;Impôt sur le revenu;6;5;-1
110304;2003;Impôt sur le revenu;14;15;1
130101;2003;Impôt sur le revenu;46;45;-1
140306;2003;Impôt sur le revenu;6;5;-1
200214;2003;Impôt sur le revenu et impôt sur les sociétés;6;5;-1
210105;2003;Impôt sur le revenu et impôt sur les sociétés;4;5;1
310201;2003;Impôt sur les sociétés;0;1;1
320107;2003;Impôt sur les sociétés;6;5;-1
320111;2003;Impôt sur les sociétés;1;0;-1
400108;2003;Autres impôts directs;34;35;1
410104;2003;Autres impôts directs;146;145;-1
530204;2003;Droits d'enregistrement et de timbre;4;5;1
710104;2003;Taxe sur la valeur ajoutée;89;90;1
730206;2003;Taxe sur la valeur ajoutée;31;30;-1
800104;2003;TICPE / produits énergétiques hors gaz et charbons;4;5;1
800203;2003;TICPE / produits énergétiques hors gaz et charbons;7;6;-1
800302;2003;TICPE / produits énergétiques hors gaz et charbons;3;2;-1
110226;2004;Impôt sur le revenu;2;1;-1
120306;2004;Impôt sur le revenu;4;5;1
150512;2004;Impôt sur le revenu;1;2;1
520105;2004;Droits d'enregistrement et de timbre;0;1;1
740103;2004;Taxe sur la valeur ajoutée;4;5;1
800104;2004;TICPE / produits énergétiques hors gaz et charbons;6;5;-1
800302;2004;TICPE / produits énergétiques hors gaz et charbons;2;1;-1
940103;2004;Autres droits;3;4;1
110226;2005;Impôt sur le revenu;2;3;1
150512;2005;Impôt sur le revenu;1;2;1
310201;2005;Impôt sur les sociétés;1;0;-1
520202;2005;Droits d'enregistrement et de timbre;0;1;1
730215;2005;Taxe sur la valeur ajoutée;3;2;-1
800203;2005;TICPE / produits énergétiques hors gaz et charbons;7;6;-1
800302;2005;TICPE / produits énergétiques hors gaz et charbons;2;1;-1
940103;2005;Autres droits;3;4;1
100105;2006;Impôt sur le revenu;1;2;1
800104;2006;TICPE / produits énergétiques hors gaz et charbons;5;4;-1
800203;2006;TICPE / produits énergétiques hors gaz et charbons;7;6;-1
110226;2007;Impôt sur le revenu;3;4;1
110241;2007;Impôt sur le revenu;1;0;-1
160406;2007;Impôt sur le revenu;1;0;-1
170105;2007;Impôt sur le revenu;0;1;1
200206;2007;Impôt sur le revenu et impôt sur les sociétés;1;0;-1
300303;2007;Impôt sur les sociétés;1;0;-1
320108;2007;Impôt sur les sociétés;1;2;1
400110;2007;Autres impôts directs;2;3;1
520112;2007;Droits d'enregistrement et de timbre;2;3;1
520202;2007;Droits d'enregistrement et de timbre;1;0;-1
530204;2007;Droits d'enregistrement et de timbre;1;0;-1
700102;2007;Taxe sur la valeur ajoutée;0;1;1
800104;2007;TICPE / produits énergétiques hors gaz et charbons;5;4;-1
800203;2007;TICPE / produits énergétiques hors gaz et charbons;7;6;-1
050102;2007;Impôts locaux;4;5;1
050105;2007;Impôts locaux;2;1;-1
060106;2007;Impôts locaux;1;0;-1
080106;2007;Impôts locaux;2;3;1
080107;2007;Impôts locaux;65;64;-1
110229;2008;Impôt sur le revenu;1;2;1
110234;2008;Impôt sur le revenu;5;6;1
110238;2008;Impôt sur le revenu;1;2;1
120306;2008;Impôt sur le revenu;2;1;-1
130206;2008;Impôt sur le revenu;1;2;1
170105;2008;Impôt sur le revenu;0;1;1
200206;2008;Impôt sur le revenu et impôt sur les sociétés;1;0;-1
200309;2008;Impôt sur le revenu et impôt sur les sociétés;0;1;1
210314;2008;Impôt sur le revenu et impôt sur les sociétés;2;3;1
500101;2008;Droits d'enregistrement et de timbre;0;1;1
520202;2008;Droits d'enregistrement et de timbre;1;0;-1
720108;2008;Taxe sur la valeur ajoutée;1;2;1
720203;2008;Taxe sur la valeur ajoutée;2;1;-1
730215;2008;Taxe sur la valeur ajoutée;2;3;1
740102;2008;Taxe sur la valeur ajoutée;10;9;-1
800401;2008;TICPE / produits énergétiques hors gaz et charbons;130;131;1
050101;2008;Impôts locaux;291;290;-1
060103;2008;Impôts locaux;7;8;1
060106;2008;Impôts locaux;0;1;1
080103;2008;Impôts locaux;10;9;-1
080106;2008;Impôts locaux;3;4;1
080107;2008;Impôts locaux;66;67;1
080202;2008;Impôts locaux;19;18;-1
110211;2009;Impôt sur le revenu;30;31;1
110226;2009;Impôt sur le revenu;4;5;1
110229;2009;Impôt sur le revenu;3;2;-1
110230;2009;Impôt sur le revenu;20;19;-1
110238;2009;Impôt sur le revenu;5;4;-1
110248;2009;Impôt sur le revenu;1;0;-1
130216;2009;Impôt sur le revenu;5;6;1
170105;2009;Impôt sur le revenu;1;2;1
200309;2009;Impôt sur le revenu et impôt sur les sociétés;2;1;-1
230203;2009;Impôt sur le revenu et impôt sur les sociétés;0;1;1
230303;2009;Impôt sur le revenu et impôt sur les sociétés;6;5;-1
300105;2009;Impôt sur les sociétés;2;1;-1
300302;2009;Impôt sur les sociétés;0;1;1
320130;2009;Impôt sur les sociétés;40;39;-1
320137;2009;Impôt sur les sociétés;1;0;-1
500102;2009;Droits d'enregistrement et de timbre;3;4;1
520117;2009;Droits d'enregistrement et de timbre;0;1;1
570102;2009;Droits d'enregistrement et de timbre;0;1;1
730215;2009;Taxe sur la valeur ajoutée;2;3;1
730302;2009;Taxe sur la valeur ajoutée;5;4;-1
800115;2009;TICPE / produits énergétiques hors gaz et charbons;1;2;1
800402;2009;TICPE / produits énergétiques hors gaz et charbons;1;0;-1
960101;2009;Autres droits;15;14;-1
050105;2009;Impôts locaux;1;0;-1
050108;2009;Impôts locaux;5;4;-1
060103;2009;Impôts locaux;8;7;-1
060203;2009;Impôts locaux;11;12;1
080102;2009;Impôts locaux;20;19;-1
080106;2009;Impôts locaux;4;3;-1
080107;2009;Impôts locaux;70;71;1
080204;2009;Impôts locaux;50;51;1
100105;2010;Impôt sur le revenu;0;1;1
100202;2010;Impôt sur le revenu;7;6;-1
110205;2010;Impôt sur le revenu;10;9;-1
110221;2010;Impôt sur le revenu;50;51;1
110234;2010;Impôt sur le revenu;7;6;-1
110238;2010;Impôt sur le revenu;4;3;-1
110239;2010;Impôt sur le revenu;1;0;-1
110240;2010;Impôt sur le revenu;10;11;1
110248;2010;Impôt sur le revenu;1;0;-1
120135;2010;Impôt sur le revenu;0;1;1
120209;2010;Impôt sur le revenu;3;2;-1
130212;2010;Impôt sur le revenu;3;2;-1
150711;2010;Impôt sur le revenu;0;1;1
160205;2010;Impôt sur le revenu;15;16;1
200205;2010;Impôt sur le revenu et impôt sur les sociétés;4;5;1
200207;2010;Impôt sur le revenu et impôt sur les sociétés;5;4;-1
200309;2010;Impôt sur le revenu et impôt sur les sociétés;1;2;1
230405;2010;Impôt sur le revenu et impôt sur les sociétés;0;1;1
320134;2010;Impôt sur les sociétés;1;0;-1
320137;2010;Impôt sur les sociétés;1;0;-1
320138;2010;Impôt sur les sociétés;1;2;1
420107;2010;Autres impôts directs;15;14;-1
500101;2010;Droits d'enregistrement et de timbre;1;2;1
720201;2010;Taxe sur la valeur ajoutée;3;4;1
730302;2010;Taxe sur la valeur ajoutée;5;4;-1
740102;2010;Taxe sur la valeur ajoutée;10;11;1
800108;2010;TICPE / produits énergétiques hors gaz et charbons;9;10;1
800207;2010;TICPE / produits énergétiques hors gaz et charbons;3;4;1
960101;2010;Autres droits;15;14;-1
060102;2010;Impôts locaux;175;176;1
070202;2010;Impôts locaux;27;26;-1
100202;2011;Impôt sur le revenu;5;6;1
110221;2011;Impôt sur le revenu;50;51;1
110233;2011;Impôt sur le revenu;0;1;1
