millesime,case,sum,label,ntot
2022,_911380,8163000.71,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",3106
2023,_911380,6749885.35,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",3215
2024,_911380,8276119.21,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",3234
2025,_911380,8086702.24,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",2057
2022,_911381,2734092.32,Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement supérieure à 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quant,3106
2023,_911381,1802788.966,Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement supérieure à 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quant,3215
2024,_911381,2348085.777,Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement supérieure à 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quant,3234
2025,_911381,1808842.932,Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement supérieure à 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quant,2057
2022,_911382,1367046.17,Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement supérieure à 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Monta,3106
2023,_911382,901394.49,Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement supérieure à 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Monta,3215
2024,_911382,1174042.95,Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement supérieure à 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Monta,3234
2025,_911382,904421.49,Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement supérieure à 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Monta,2057
2022,_911383,1598433.345,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est comprise entre 1,5 et 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quantité",3106
2023,_911383,1458549.523,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est comprise entre 1,5 et 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quantité",3215
2024,_911383,1680664.599,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est comprise entre 1,5 et 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quantité",3234
2025,_911383,1314468.723,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est comprise entre 1,5 et 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quantité",2057
2022,_911384,799216.71,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est comprise entre 1,5 et 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",3106
2023,_911384,729274.77,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est comprise entre 1,5 et 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",3215
2024,_911384,840332.32,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est comprise entre 1,5 et 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",3234
2025,_911384,657234.43,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est comprise entre 1,5 et 3kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",2057
2022,_911385,1289233.787,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Qua",3106
2023,_911385,1156174.385,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Qua",3215
2024,_911385,1840365.347,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Qua",3234
2025,_911385,1777004.453,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Qua",2057
2022,_911386,644616.93,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Mon",3106
2023,_911386,578087.21,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Mon",3215
2024,_911386,920182.78,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Mon",3234
2025,_911386,888502.29,"Installations industrielles au sein de sites IEI (ou d'entreprises IEI) exposées à un risque de fuite de carbone dont la consommation est strictement inférieure à 1,5kWh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Mon",2057
2022,_911387,913680.52,"Centres de stockage de données numériques avec consommations annuelles >= 1kWh par € de VA, pour les quantités excédant 1 GWh par an (bouclier tarifaire) - TICFE - Taux réduits - Quantité",3106
2023,_911387,1220230.37,"Centres de stockage de données numériques avec consommations annuelles >= 1kWh par € de VA, pour les quantités excédant 1 GWh par an (bouclier tarifaire) - TICFE - Taux réduits - Quantité",3215
2024,_911387,1887467.72,"Centres de stockage de données numériques avec consommations annuelles >= 1kWh par € de VA, pour les quantités excédant 1 GWh par an (bouclier tarifaire) - TICFE - Taux réduits - Quantité",3234
2025,_911387,1514145.946,"Centres de stockage de données numériques avec consommations annuelles >= 1kWh par € de VA, pour les quantités excédant 1 GWh par an (bouclier tarifaire) - TICFE - Taux réduits - Quantité",2057
2022,_911388,456840.26,"Centres de stockage de données numériques avec consommations annuelles >= 1kWh par € de VA, pour les quantités excédant 1 GWh par an (bouclier tarifaire) - TICFE - Taux réduits - Montant",3106
2023,_911388,610115.19,"Centres de stockage de données numériques avec consommations annuelles >= 1kWh par € de VA, pour les quantités excédant 1 GWh par an (bouclier tarifaire) - TICFE - Taux réduits - Montant",3215
2024,_911388,943733.87,"Centres de stockage de données numériques avec consommations annuelles >= 1kWh par € de VA, pour les quantités excédant 1 GWh par an (bouclier tarifaire) - TICFE - Taux réduits - Montant",3234
2025,_911388,757073,"Centres de stockage de données numériques avec consommations annuelles >= 1kWh par € de VA, pour les quantités excédant 1 GWh par an (bouclier tarifaire) - TICFE - Taux réduits - Montant",2057
2022,_911389,92949.447,"Exploitants d'aérodromes ouverts à la circulation aérienne publique, dont la consommation d'électricité est > 222 Wh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quantité",3106
2023,_911389,65730.461,"Exploitants d'aérodromes ouverts à la circulation aérienne publique, dont la consommation d'électricité est > 222 Wh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quantité",3215
2024,_911389,106163.622,"Exploitants d'aérodromes ouverts à la circulation aérienne publique, dont la consommation d'électricité est > 222 Wh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quantité",3234
2025,_911389,108999.912,"Exploitants d'aérodromes ouverts à la circulation aérienne publique, dont la consommation d'électricité est > 222 Wh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Quantité",2057
2022,_911390,46474.73,"Exploitants d'aérodromes ouverts à la circulation aérienne publique, dont la consommation d'électricité est > 222 Wh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",3106
2023,_911390,32865.24,"Exploitants d'aérodromes ouverts à la circulation aérienne publique, dont la consommation d'électricité est > 222 Wh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",3215
2024,_911390,53081.82,"Exploitants d'aérodromes ouverts à la circulation aérienne publique, dont la consommation d'électricité est > 222 Wh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",3234
2025,_911390,54499.96,"Exploitants d'aérodromes ouverts à la circulation aérienne publique, dont la consommation d'électricité est > 222 Wh par € de VA (bouclier tarifaire) - TICFE - Taux réduits - Montant",2057
2022,_911391,0,Électricité directement fournie aux aéronefs lors de leur stationnement dans les aérodromes ouverts à la circulation aérienne publique - TICFE - Taux réduits - Quantité,3106
2023,_911391,0,Électricité directement fournie aux aéronefs lors de leur stationnement dans les aérodromes ouverts à la circulation aérienne publique - TICFE - Taux réduits - Quantité,3215
2024,_911391,0,Électricité directement fournie aux aéronefs lors de leur stationnement dans les aérodromes ouverts à la circulation aérienne publique - TICFE - Taux réduits - Quantité,3234
2022,_911392,0,Électricité directement fournie aux aéronefs lors de leur stationnement dans les aérodromes ouverts à la circulation aérienne publique - TICFE - Taux réduits - Montant,3106
2023,_911392,0,Électricité directement fournie aux aéronefs lors de leur stationnement dans les aérodromes ouverts à la circulation aérienne publique - TICFE - Taux réduits - Montant,3215
2024,_911392,0,Électricité directement fournie aux aéronefs lors de leur stationnement dans les aérodromes ouverts à la circulation aérienne publique - TICFE - Taux réduits - Montant,3234
2022,_911393,0,Excédent de TICFE constaté suite à régularisations fiscales,3106
2024,_911393,2751336,Excédent de TICFE constaté suite à régularisations fiscales,3234
2025,_911393,0,Excédent de TICFE constaté suite à régularisations fiscales,2057
2022,_911394,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,63 €/MWh - TICFE - Taux pleins - Quantité",3106
2023,_911394,25167325.746,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,63 €/MWh - TICFE - Taux pleins - Quantité",3215
2024,_911394,173391.914,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,63 €/MWh - TICFE - Taux pleins - Quantité",3234
2025,_911394,4274.366,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,63 €/MWh - TICFE - Taux pleins - Quantité",2057
2022,_911395,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,63 €/MWh - TICFE - Taux pleins - Montant",3106
2023,_911395,166859369.72,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,63 €/MWh - TICFE - Taux pleins - Montant",3215
2024,_911395,1149588.42,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,63 €/MWh - TICFE - Taux pleins - Montant",3234
2025,_911395,28339.04,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,63 €/MWh - TICFE - Taux pleins - Montant",2057
2022,_911396,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,24 €/MWh - TICFE - Taux pleins - Quantité",3106
2023,_911396,747825.264,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,24 €/MWh - TICFE - Taux pleins - Quantité",3215
2024,_911396,21275.156,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,24 €/MWh - TICFE - Taux pleins - Quantité",3234
2025,_911396,52.437,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,24 €/MWh - TICFE - Taux pleins - Quantité",2057
2022,_911397,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,24 €/MWh - TICFE - Taux pleins - Montant",3106
2023,_911397,4666429.7,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,24 €/MWh - TICFE - Taux pleins - Montant",3215
2024,_911397,132756.98,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,24 €/MWh - TICFE - Taux pleins - Montant",3234
2025,_911397,327.21,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 6,24 €/MWh - TICFE - Taux pleins - Montant",2057
2022,_911398,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 4,68 €/MWh - TICFE - Taux pleins - Quantité",3106
2023,_911398,529316.029,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 4,68 €/MWh - TICFE - Taux pleins - Quantité",3215
2024,_911398,15260.131,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 4,68 €/MWh - TICFE - Taux pleins - Quantité",3234
2025,_911398,45.041,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 4,68 €/MWh - TICFE - Taux pleins - Quantité",2057
2022,_911399,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 4,68 €/MWh - TICFE - Taux pleins - Montant",3106
2023,_911399,2477199,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 4,68 €/MWh - TICFE - Taux pleins - Montant",3215
2024,_911399,71417.44,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 4,68 €/MWh - TICFE - Taux pleins - Montant",3234
2025,_911399,210.8,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 4,68 €/MWh - TICFE - Taux pleins - Montant",2057
2022,_911400,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 2,21 €/MWh - TICFE - Taux pleins - Quantité",3106
2023,_911400,3209848.538,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 2,21 €/MWh - TICFE - Taux pleins - Quantité",3215
2024,_911400,27082.171,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 2,21 €/MWh - TICFE - Taux pleins - Quantité",3234
2025,_911400,2086.92,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 2,21 €/MWh - TICFE - Taux pleins - Quantité",2057
2022,_911401,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 2,21 €/MWh - TICFE - Taux pleins - Montant",3106
2023,_911401,7093765.3,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 2,21 €/MWh - TICFE - Taux pleins - Montant",3215
2024,_911401,59851.6,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 2,21 €/MWh - TICFE - Taux pleins - Montant",3234
2025,_911401,4612.08,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 2,21 €/MWh - TICFE - Taux pleins - Montant",2057
2022,_911443,101774898,TDCFE collectée sur acomptes 2022 : augmentation,3106
2023,_911443,186448345,TDCFE collectée sur acomptes 2022 : augmentation,3215
2024,_911443,491649,TDCFE collectée sur acomptes 2022 : augmentation,3234
2025,_911443,4308396,TDCFE collectée sur acomptes 2022 : augmentation,2057
2022,_911444,49766757,TDCFE collectée sur acomptes 2022 : diminution,3106
2023,_911444,171660861,TDCFE collectée sur acomptes 2022 : diminution,3215
2024,_911444,10114879,TDCFE collectée sur acomptes 2022 : diminution,3234
2025,_911444,97838,TDCFE collectée sur acomptes 2022 : diminution,2057
2022,_911445,1311.24,"électricité directement fournie, lors de leur stationnement à quai dans les ports, aux navires mentionnés au c du 1 de l'article 265 bis du code des douanes et aux engins bénéficiant de l'exonération au e du même 1 - TICFE Fourniss",3106
2023,_911445,1512.72,"électricité directement fournie, lors de leur stationnement à quai dans les ports, aux navires mentionnés au c du 1 de l'article 265 bis du code des douanes et aux engins bénéficiant de l'exonération au e du même 1 - TICFE Fourniss",3215
2024,_911445,7338.9,"électricité directement fournie, lors de leur stationnement à quai dans les ports, aux navires mentionnés au c du 1 de l'article 265 bis du code des douanes et aux engins bénéficiant de l'exonération au e du même 1 - TICFE Fourniss",3234
2025,_911445,7538.92,"électricité directement fournie, lors de leur stationnement à quai dans les ports, aux navires mentionnés au c du 1 de l'article 265 bis du code des douanes et aux engins bénéficiant de l'exonération au e du même 1 - TICFE Fourniss",2057
2022,_911446,655.62,"électricité directement fournie, lors de leur stationnement à quai dans les ports, aux navires mentionnés au c du 1 de l'article 265 bis du code des douanes et aux engins bénéficiant de l'exonération au e du même 1 - TICFE Fourniss",3106
2023,_911446,756.36,"électricité directement fournie, lors de leur stationnement à quai dans les ports, aux navires mentionnés au c du 1 de l'article 265 bis du code des douanes et aux engins bénéficiant de l'exonération au e du même 1 - TICFE Fourniss",3215
2024,_911446,3669.45,"électricité directement fournie, lors de leur stationnement à quai dans les ports, aux navires mentionnés au c du 1 de l'article 265 bis du code des douanes et aux engins bénéficiant de l'exonération au e du même 1 - TICFE Fourniss",3234
2025,_911446,3769.46,"électricité directement fournie, lors de leur stationnement à quai dans les ports, aux navires mentionnés au c du 1 de l'article 265 bis du code des douanes et aux engins bénéficiant de l'exonération au e du même 1 - TICFE Fourniss",2057
2022,_911447,427862,REGULARISATION fiscale diminution -TICFE Fournisseur,3106
2023,_911447,2315469,REGULARISATION fiscale diminution -TICFE Fournisseur,3215
2024,_911447,4022166,REGULARISATION fiscale diminution -TICFE Fournisseur,3234
2025,_911447,1646992,REGULARISATION fiscale diminution -TICFE Fournisseur,2057
2022,_911448,271558105,Excédent de TICFE constaté suite à application du bouclier tarifaire - TICFE taux pleins,3106
2023,_911448,115864933,Excédent de TICFE constaté suite à application du bouclier tarifaire - TICFE taux pleins,3215
2025,_911448,0,Excédent de TICFE constaté suite à application du bouclier tarifaire - TICFE taux pleins,2057
2022,_911449,271937750,Excédent de TICFE constaté suite à application du bouclier tarifaire - Récapitulatif,3106
2023,_911449,144136447,Excédent de TICFE constaté suite à application du bouclier tarifaire - Récapitulatif,3215
2024,_911449,22280618,Excédent de TICFE constaté suite à application du bouclier tarifaire - Récapitulatif,3234
2025,_911449,0,Excédent de TICFE constaté suite à application du bouclier tarifaire - Récapitulatif,2057
2022,_911450,123999099,Montant d'excédent de TICFE imputé sur le total TIC à payer - Récapitulatif,3106
2023,_911450,54844380,Montant d'excédent de TICFE imputé sur le total TIC à payer - Récapitulatif,3215
2024,_911450,853688,Montant d'excédent de TICFE imputé sur le total TIC à payer - Récapitulatif,3234
2025,_911450,0,Montant d'excédent de TICFE imputé sur le total TIC à payer - Récapitulatif,2057
2022,_911451,614521141,Total TIC restant à payer après imputation - Récapitulatif,3106
2023,_911451,2065440443,Total TIC restant à payer après imputation - Récapitulatif,3215
2024,_911451,7807424671,Total TIC restant à payer après imputation - Récapitulatif,3234
2025,_911451,504051778,Total TIC restant à payer après imputation - Récapitulatif,2057
2022,_911452,147938651,Montant de TICFE restant à rembourser après imputation - Récapitulatif,3106
2023,_911452,89292067,Montant de TICFE restant à rembourser après imputation - Récapitulatif,3215
2025,_911452,0,Montant de TICFE restant à rembourser après imputation - Récapitulatif,2057
2022,_911453,1790807,REGULARISATION fiscale diminution -TICGN Fournisseur,3106
2023,_911453,6978512,REGULARISATION fiscale diminution -TICGN Fournisseur,3215
2024,_911453,4669453,REGULARISATION fiscale diminution -TICGN Fournisseur,3234
2025,_911453,2152503,REGULARISATION fiscale diminution -TICGN Fournisseur,2057
2022,_911455,209337,TOTAL - TICC Fournisseur - Taux plein - Quantité,3106
2023,_911455,146510,TOTAL - TICC Fournisseur - Taux plein - Quantité,3215
2024,_911455,115778,TOTAL - TICC Fournisseur - Taux plein - Quantité,3234
2025,_911455,54055,TOTAL - TICC Fournisseur - Taux plein - Quantité,2057
2022,_911456,3060506,TOTAL - TICC Fournisseur - Taux plein - Montant,3106
2023,_911456,2141989,TOTAL - TICC Fournisseur - Taux plein - Montant,3215
2024,_911456,1692687,TOTAL - TICC Fournisseur - Taux plein - Montant,3234
2025,_911456,790473,TOTAL - TICC Fournisseur - Taux plein - Montant,2057
2022,_911457,286,REGULARISATION fiscale diminution -TICC Fournisseur,3106
2023,_911457,0,REGULARISATION fiscale diminution -TICC Fournisseur,3215
2024,_911457,0,REGULARISATION fiscale diminution -TICC Fournisseur,3234
2025,_911457,0,REGULARISATION fiscale diminution -TICC Fournisseur,2057
2022,_911458,1918168,Usage autre que carburant ou combustible - TICC Fournisseur - QUANTITES EXEMPTEES,3106
2023,_911458,1380423,Usage autre que carburant ou combustible - TICC Fournisseur - QUANTITES EXEMPTEES,3215
2024,_911458,1009790,Usage autre que carburant ou combustible - TICC Fournisseur - QUANTITES EXEMPTEES,3234
2025,_911458,750638,Usage autre que carburant ou combustible - TICC Fournisseur - QUANTITES EXEMPTEES,2057
2022,_911459,1859797,Double usage - TICC Fournisseur - QUANTITES EXEMPTEES,3106
2023,_911459,1333492,Double usage - TICC Fournisseur - QUANTITES EXEMPTEES,3215
2024,_911459,1051075,Double usage - TICC Fournisseur - QUANTITES EXEMPTEES,3234
2025,_911459,661440,Double usage - TICC Fournisseur - QUANTITES EXEMPTEES,2057
2022,_911460,997616,Fabrication de produits minéraux non métalliques - TICC Fournisseur - QUANTITES EXEMPTEES,3106
2023,_911460,766607,Fabrication de produits minéraux non métalliques - TICC Fournisseur - QUANTITES EXEMPTEES,3215
2024,_911460,787717,Fabrication de produits minéraux non métalliques - TICC Fournisseur - QUANTITES EXEMPTEES,3234
2025,_911460,606018,Fabrication de produits minéraux non métalliques - TICC Fournisseur - QUANTITES EXEMPTEES,2057
2022,_911461,0,Production de produits énergétiques - TICC Fournisseur - QUANTITES EXEMPTEES,3106
2023,_911461,0,Production de produits énergétiques - TICC Fournisseur - QUANTITES EXEMPTEES,3215
2024,_911461,403,Production de produits énergétiques - TICC Fournisseur - QUANTITES EXEMPTEES,3234
2025,_911461,398,Production de produits énergétiques - TICC Fournisseur - QUANTITES EXEMPTEES,2057
2022,_911462,8641772,Production d'électricité - TICC Fournisseur - QUANTITES EXEMPTEES,3106
2023,_911462,7709411,Production d'électricité - TICC Fournisseur - QUANTITES EXEMPTEES,3215
2024,_911462,710112,Production d'électricité - TICC Fournisseur - QUANTITES EXEMPTEES,3234
2025,_911462,575643,Production d'électricité - TICC Fournisseur - QUANTITES EXEMPTEES,2057
2022,_911463,259,"Production ou extraction de houilles, lignites et cokes - TICC Fournisseur - QUANTITES EXEMPTEES",3106
2023,_911463,722,"Production ou extraction de houilles, lignites et cokes - TICC Fournisseur - QUANTITES EXEMPTEES",3215
2024,_911463,0,"Production ou extraction de houilles, lignites et cokes - TICC Fournisseur - QUANTITES EXEMPTEES",3234
2025,_911463,0,"Production ou extraction de houilles, lignites et cokes - TICC Fournisseur - QUANTITES EXEMPTEES",2057
2022,_911464,437497,Valorisation de la biomasse - TICC Fournisseur - QUANTITES EXEMPTEES,3106
2023,_911464,92115,Valorisation de la biomasse - TICC Fournisseur - QUANTITES EXEMPTEES,3215
2024,_911464,125909,Valorisation de la biomasse - TICC Fournisseur - QUANTITES EXEMPTEES,3234
2025,_911464,63666,Valorisation de la biomasse - TICC Fournisseur - QUANTITES EXEMPTEES,2057
2022,_911465,13855109,TOTAL - TICC Fournisseur - QUANTITES EXEMPTEES,3106
2023,_911465,11282770,TOTAL - TICC Fournisseur - QUANTITES EXEMPTEES,3215
2024,_911465,3685006,TOTAL - TICC Fournisseur - QUANTITES EXEMPTEES,3234
2025,_911465,2657803,TOTAL - TICC Fournisseur - QUANTITES EXEMPTEES,2057
2022,_911466,16060386,TOTAL QUANTITES FACTUREES - TICC Fournisseur,3106
2023,_911466,12568171,TOTAL QUANTITES FACTUREES - TICC Fournisseur,3215
2024,_911466,4843445,TOTAL QUANTITES FACTUREES - TICC Fournisseur,3234
2025,_911466,3311125,TOTAL QUANTITES FACTUREES - TICC Fournisseur,2057
2022,_911467,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 9,36 €/MWh - TICFE - Taux pleins - Quantité",3106
2023,_911467,65940.548,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 9,36 €/MWh - TICFE - Taux pleins - Quantité",3215
2024,_911467,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 9,36 €/MWh - TICFE - Taux pleins - Quantité",3234
2025,_911467,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 9,36 €/MWh - TICFE - Taux pleins - Quantité",2057
2022,_911468,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 9,36 €/MWh - TICFE - Taux pleins - Montant",3106
2023,_911468,617203.53,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 9,36 €/MWh - TICFE - Taux pleins - Montant",3215
2024,_911468,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 9,36 €/MWh - TICFE - Taux pleins - Montant",3234
2025,_911468,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 9,36 €/MWh - TICFE - Taux pleins - Montant",2057
2022,_911469,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 3,12 €/MWh - TICFE - Taux pleins - Quantité",3106
2023,_911469,3435.47,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 3,12 €/MWh - TICFE - Taux pleins - Quantité",3215
2024,_911469,3.382,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 3,12 €/MWh - TICFE - Taux pleins - Quantité",3234
2022,_911470,0,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 3,12 €/MWh - TICFE - Taux pleins - Montant",3106
2023,_911470,10718.65,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 3,12 €/MWh - TICFE - Taux pleins - Montant",3215
2024,_911470,10.55,"Majoration taxe communale sur la consommation finale d'électricité janvier 2023 - tarif à 3,12 €/MWh - TICFE - Taux pleins - Montant",3234
2022,_911522,2243924964,TOTAL TICFE avant régularisation - TICFE Fournisseur,3106
2023,_911522,460435337,TOTAL TICFE avant régularisation - TICFE Fournisseur,3215
2024,_911522,4853171302,TOTAL TICFE avant régularisation - TICFE Fournisseur,3234
2025,_911522,504026724,TOTAL TICFE avant régularisation - TICFE Fournisseur,2057
2022,_911523,0,Excédent de TICFE constaté suite à suppression des TLCFE et régularisations commerciales,3106
2023,_911523,26888139,Excédent de TICFE constaté suite à suppression des TLCFE et régularisations commerciales,3215
2024,_911523,638394,Excédent de TICFE constaté suite à suppression des TLCFE et régularisations commerciales,3234
2025,_911523,0,Excédent de TICFE constaté suite à suppression des TLCFE et régularisations commerciales,2057
2022,_911524,2117229675,TOTAL TICGN avant régularisation - TICGN Fournisseur,3106
2023,_911524,1847163203,TOTAL TICGN avant régularisation - TICGN Fournisseur,3215
2024,_911524,3226306121,TOTAL TICGN avant régularisation - TICGN Fournisseur,3234
2022,_911526,5435676,TOTAL TICC avant régularisation - TICC Fournisseur,3106
2023,_911526,3497269,TOTAL TICC avant régularisation - TICC Fournisseur,3215
2024,_911526,3780634,TOTAL TICC avant régularisation - TICC Fournisseur,3234
2025,_911526,0,TOTAL TICC avant régularisation - TICC Fournisseur,2057
